ShimID,Customer Feedback,Breakage (Yes/No)
8382,Shim broke after 2 months,Yes
8383,"Positive, no issues",No
8384,"Positive, no issues",No
8385,Shim worn out quickly,Yes
8386,Shim broke after 2 months,Yes
8387,"Positive, no issues",No
8388,Shim broke after 2 months,Yes
8389,"Positive, no issues",No
8390,Shim worn out quickly,Yes
8391,"Positive, no issues",No
8392,Shim worn out quickly,Yes
8393,Shim broke after 2 months,Yes
8394,Shim broke after 2 months,Yes
8395,"Positive, no issues",No
8396,Crack appeared,Yes
8397,Crack appeared,Yes
8398,Shim broke after 2 months,Yes
8399,Crack appeared,Yes
8400,"Positive, no issues",No
8401,"Positive, no issues",No
8402,"Positive, no issues",No
8403,Shim worn out quickly,Yes
8404,"Positive, no issues",No
8405,Shim broke after 2 months,Yes
8406,Crack appeared,Yes
8407,"Positive, no issues",No
8408,"Positive, no issues",No
8409,Shim worn out quickly,Yes
8410,Shim broke after 2 months,Yes
8411,"Positive, no issues",No
8412,"Positive, no issues",No
8413,"Positive, no issues",No
8414,"Positive, no issues",No
8415,"Positive, no issues",No
8416,"Positive, no issues",No
8417,Shim broke after 2 months,Yes
8418,Shim broke after 2 months,Yes
8419,Shim broke after 2 months,Yes
8420,"Positive, no issues",No
8421,"Positive, no issues",No
8422,Crack appeared,Yes
8423,Shim worn out quickly,Yes
8424,"Positive, no issues",No
8425,Shim broke after 2 months,Yes
8426,Shim broke after 2 months,Yes
8427,Shim worn out quickly,Yes
8428,"Positive, no issues",No
8429,Shim broke after 2 months,Yes
8430,"Positive, no issues",No
8431,Crack appeared,Yes
8432,"Positive, no issues",No
8433,"Positive, no issues",No
8434,Crack appeared,Yes
8435,"Positive, no issues",No
8436,"Positive, no issues",No
8437,Shim broke after 2 months,Yes
8438,"Positive, no issues",No
8439,Crack appeared,Yes
8440,Shim worn out quickly,Yes
8441,Shim broke after 2 months,Yes
8442,Shim worn out quickly,Yes
8443,Shim broke after 2 months,Yes
8444,Crack appeared,Yes
8445,Shim worn out quickly,Yes
8446,"Positive, no issues",No
8447,"Positive, no issues",No
8448,Crack appeared,Yes
8449,Shim worn out quickly,Yes
8450,Shim broke after 2 months,Yes
8451,"Positive, no issues",No
8452,Shim broke after 2 months,Yes
8453,Shim worn out quickly,Yes
8454,"Positive, no issues",No
8455,Shim worn out quickly,Yes
8456,"Positive, no issues",No
8457,"Positive, no issues",No
8458,"Positive, no issues",No
8459,Shim worn out quickly,Yes
8460,Shim broke after 2 months,Yes
8461,Shim broke after 2 months,Yes
8462,Shim broke after 2 months,Yes
8463,Crack appeared,Yes
8464,"Positive, no issues",No
8465,Crack appeared,Yes
8466,"Positive, no issues",No
8467,Crack appeared,Yes
8468,Shim broke after 2 months,Yes
8469,"Positive, no issues",No
8470,Shim worn out quickly,Yes
8471,Crack appeared,Yes
8472,"Positive, no issues",No
8473,"Positive, no issues",No
8474,Shim broke after 2 months,Yes
8475,"Positive, no issues",No
8476,Crack appeared,Yes
8477,Shim broke after 2 months,Yes
8478,Shim worn out quickly,Yes
8479,"Positive, no issues",No
8480,"Positive, no issues",No
8481,"Positive, no issues",No
8482,"Positive, no issues",No
8483,"Positive, no issues",No
8484,Shim broke after 2 months,Yes
8485,Shim broke after 2 months,Yes
8486,"Positive, no issues",No
8487,"Positive, no issues",No
8488,"Positive, no issues",No
8489,Crack appeared,Yes
8490,"Positive, no issues",No
8491,Shim broke after 2 months,Yes
8492,"Positive, no issues",No
8493,Crack appeared,Yes
8494,"Positive, no issues",No
8495,Shim worn out quickly,Yes
8496,"Positive, no issues",No
8497,"Positive, no issues",No
8498,Shim worn out quickly,Yes
8499,Shim broke after 2 months,Yes
8500,"Positive, no issues",No
8501,Shim worn out quickly,Yes
8502,Shim broke after 2 months,Yes
8503,"Positive, no issues",No
8504,"Positive, no issues",No
8505,"Positive, no issues",No
8506,Shim broke after 2 months,Yes
8507,Shim broke after 2 months,Yes
8508,Shim broke after 2 months,Yes
8509,"Positive, no issues",No
8510,"Positive, no issues",No
8511,"Positive, no issues",No
8512,Shim broke after 2 months,Yes
8513,"Positive, no issues",No
8514,"Positive, no issues",No
8515,Shim broke after 2 months,Yes
8516,"Positive, no issues",No
8517,"Positive, no issues",No
8518,Shim broke after 2 months,Yes
8519,Crack appeared,Yes
8520,"Positive, no issues",No
8521,"Positive, no issues",No
8522,Shim worn out quickly,Yes
8523,Crack appeared,Yes
8524,Crack appeared,Yes
8525,Shim worn out quickly,Yes
8526,Shim broke after 2 months,Yes
8527,Crack appeared,Yes
8528,"Positive, no issues",No
8529,Shim broke after 2 months,Yes
8530,"Positive, no issues",No
8531,Shim worn out quickly,Yes
8532,"Positive, no issues",No
8533,"Positive, no issues",No
8534,"Positive, no issues",No
8535,"Positive, no issues",No
8536,"Positive, no issues",No
8537,Shim broke after 2 months,Yes
8538,Shim broke after 2 months,Yes
8539,"Positive, no issues",No
8540,Shim worn out quickly,Yes
8541,"Positive, no issues",No
8542,Shim worn out quickly,Yes
8543,Shim broke after 2 months,Yes
8544,Shim worn out quickly,Yes
8545,Shim broke after 2 months,Yes
8546,Crack appeared,Yes
8547,Shim worn out quickly,Yes
8548,"Positive, no issues",No
8549,Shim worn out quickly,Yes
8550,"Positive, no issues",No
8551,Shim worn out quickly,Yes
8552,"Positive, no issues",No
8553,"Positive, no issues",No
8554,"Positive, no issues",No
8555,"Positive, no issues",No
8556,"Positive, no issues",No
8557,"Positive, no issues",No
8558,"Positive, no issues",No
8559,"Positive, no issues",No
8560,Shim broke after 2 months,Yes
8561,"Positive, no issues",No
8562,Crack appeared,Yes
8563,Crack appeared,Yes
8564,Crack appeared,Yes
8565,"Positive, no issues",No
8566,Shim worn out quickly,Yes
8567,"Positive, no issues",No
8568,Shim broke after 2 months,Yes
8569,Shim broke after 2 months,Yes
8570,Shim worn out quickly,Yes
8571,Shim broke after 2 months,Yes
8572,Crack appeared,Yes
8573,Shim worn out quickly,Yes
8574,"Positive, no issues",No
8575,"Positive, no issues",No
8576,"Positive, no issues",No
8577,"Positive, no issues",No
8578,"Positive, no issues",No
8579,Crack appeared,Yes
8580,"Positive, no issues",No
8581,Shim broke after 2 months,Yes
8582,Crack appeared,Yes
8583,Crack appeared,Yes
8584,"Positive, no issues",No
8585,Crack appeared,Yes
8586,"Positive, no issues",No
8587,Shim broke after 2 months,Yes
8588,"Positive, no issues",No
8589,"Positive, no issues",No
8590,"Positive, no issues",No
8591,"Positive, no issues",No
8592,Shim broke after 2 months,Yes
8593,"Positive, no issues",No
8594,Shim broke after 2 months,Yes
8595,Shim broke after 2 months,Yes
8596,Crack appeared,Yes
8597,"Positive, no issues",No
8598,Crack appeared,Yes
8599,"Positive, no issues",No
8600,Shim worn out quickly,Yes
8601,"Positive, no issues",No
8602,"Positive, no issues",No
8603,Shim broke after 2 months,Yes
8604,"Positive, no issues",No
8605,Shim worn out quickly,Yes
8606,"Positive, no issues",No
8607,"Positive, no issues",No
8608,"Positive, no issues",No
8609,Shim broke after 2 months,Yes
8610,Crack appeared,Yes
8611,"Positive, no issues",No
8612,Shim broke after 2 months,Yes
8613,"Positive, no issues",No
8614,"Positive, no issues",No
8615,Shim worn out quickly,Yes
8616,Crack appeared,Yes
8617,Crack appeared,Yes
8618,Shim worn out quickly,Yes
8619,"Positive, no issues",No
8620,Shim worn out quickly,Yes
8621,Shim worn out quickly,Yes
8622,"Positive, no issues",No
8623,Shim broke after 2 months,Yes
8624,Shim worn out quickly,Yes
8625,Shim worn out quickly,Yes
8626,Shim broke after 2 months,Yes
8627,"Positive, no issues",No
8628,Shim worn out quickly,Yes
8629,"Positive, no issues",No
8630,Shim worn out quickly,Yes
8631,Crack appeared,Yes
8632,"Positive, no issues",No
8633,Crack appeared,Yes
8634,Shim broke after 2 months,Yes
8635,"Positive, no issues",No
8636,Shim broke after 2 months,Yes
8637,Shim worn out quickly,Yes
8638,"Positive, no issues",No
8639,"Positive, no issues",No
8640,"Positive, no issues",No
8641,"Positive, no issues",No
8642,"Positive, no issues",No
8643,Crack appeared,Yes
8644,"Positive, no issues",No
8645,Shim worn out quickly,Yes
8646,"Positive, no issues",No
8647,"Positive, no issues",No
8648,"Positive, no issues",No
8649,Shim broke after 2 months,Yes
8650,Crack appeared,Yes
8651,Crack appeared,Yes
8652,Crack appeared,Yes
8653,Shim worn out quickly,Yes
8654,"Positive, no issues",No
8655,Shim worn out quickly,Yes
8656,Shim broke after 2 months,Yes
8657,"Positive, no issues",No
8658,Shim worn out quickly,Yes
8659,Shim worn out quickly,Yes
8660,"Positive, no issues",No
8661,"Positive, no issues",No
8662,Shim broke after 2 months,Yes
8663,Shim worn out quickly,Yes
8664,"Positive, no issues",No
8665,Shim broke after 2 months,Yes
8666,"Positive, no issues",No
8667,Crack appeared,Yes
8668,Shim worn out quickly,Yes
8669,Shim broke after 2 months,Yes
8670,"Positive, no issues",No
8671,Shim broke after 2 months,Yes
8672,Shim worn out quickly,Yes
8673,Shim worn out quickly,Yes
8674,"Positive, no issues",No
8675,Crack appeared,Yes
8676,Crack appeared,Yes
8677,Shim worn out quickly,Yes
8678,Shim worn out quickly,Yes
8679,Shim worn out quickly,Yes
8680,"Positive, no issues",No
8681,"Positive, no issues",No
8682,"Positive, no issues",No
8683,Crack appeared,Yes
8684,"Positive, no issues",No
8685,Shim worn out quickly,Yes
8686,"Positive, no issues",No
8687,"Positive, no issues",No
8688,Crack appeared,Yes
8689,Shim broke after 2 months,Yes
8690,"Positive, no issues",No
8691,Crack appeared,Yes
8692,Shim worn out quickly,Yes
8693,"Positive, no issues",No
8694,"Positive, no issues",No
8695,Shim broke after 2 months,Yes
8696,"Positive, no issues",No
8697,"Positive, no issues",No
8698,Shim worn out quickly,Yes
8699,"Positive, no issues",No
8700,Shim worn out quickly,Yes
8701,Shim broke after 2 months,Yes
8702,"Positive, no issues",No
8703,Shim worn out quickly,Yes
8704,Shim worn out quickly,Yes
8705,Shim worn out quickly,Yes
8706,Shim worn out quickly,Yes
8707,"Positive, no issues",No
8708,Crack appeared,Yes
8709,Shim broke after 2 months,Yes
8710,Crack appeared,Yes
8711,"Positive, no issues",No
8712,Shim broke after 2 months,Yes
8713,Shim worn out quickly,Yes
8714,Crack appeared,Yes
8715,Shim worn out quickly,Yes
8716,Shim worn out quickly,Yes
8717,"Positive, no issues",No
8718,"Positive, no issues",No
8719,Shim broke after 2 months,Yes
8720,"Positive, no issues",No
8721,"Positive, no issues",No
8722,"Positive, no issues",No
8723,Shim worn out quickly,Yes
8724,"Positive, no issues",No
8725,Shim broke after 2 months,Yes
8726,Crack appeared,Yes
8727,"Positive, no issues",No
8728,Shim broke after 2 months,Yes
8729,"Positive, no issues",No
8730,"Positive, no issues",No
8731,"Positive, no issues",No
8732,"Positive, no issues",No
8733,"Positive, no issues",No
8734,Shim broke after 2 months,Yes
8735,"Positive, no issues",No
8736,"Positive, no issues",No
8737,"Positive, no issues",No
8738,"Positive, no issues",No
8739,"Positive, no issues",No
8740,Shim broke after 2 months,Yes
8741,Shim worn out quickly,Yes
8742,Shim broke after 2 months,Yes
8743,"Positive, no issues",No
8744,"Positive, no issues",No
8745,"Positive, no issues",No
8746,Shim worn out quickly,Yes
8747,Crack appeared,Yes
8748,Shim broke after 2 months,Yes
8749,"Positive, no issues",No
8750,Shim broke after 2 months,Yes
8751,Shim worn out quickly,Yes
8752,Shim broke after 2 months,Yes
8753,"Positive, no issues",No
8754,Shim broke after 2 months,Yes
8755,Crack appeared,Yes
8756,"Positive, no issues",No
8757,"Positive, no issues",No
8758,Shim broke after 2 months,Yes
8759,Crack appeared,Yes
8760,"Positive, no issues",No
8761,"Positive, no issues",No
8762,Shim worn out quickly,Yes
8763,"Positive, no issues",No
8764,"Positive, no issues",No
8765,"Positive, no issues",No
8766,"Positive, no issues",No
8767,"Positive, no issues",No
8768,Shim broke after 2 months,Yes
8769,"Positive, no issues",No
8770,"Positive, no issues",No
8771,Shim broke after 2 months,Yes
8772,Shim worn out quickly,Yes
8773,Crack appeared,Yes
8774,"Positive, no issues",No
8775,Shim broke after 2 months,Yes
8776,Shim broke after 2 months,Yes
8777,"Positive, no issues",No
8778,Shim broke after 2 months,Yes
8779,"Positive, no issues",No
8780,"Positive, no issues",No
8781,Shim worn out quickly,Yes
8782,"Positive, no issues",No
8783,"Positive, no issues",No
8784,Shim worn out quickly,Yes
8785,"Positive, no issues",No
8786,Shim broke after 2 months,Yes
8787,Crack appeared,Yes
8788,"Positive, no issues",No
8789,"Positive, no issues",No
8790,Shim worn out quickly,Yes
8791,Shim broke after 2 months,Yes
8792,Crack appeared,Yes
8793,Shim broke after 2 months,Yes
8794,"Positive, no issues",No
8795,"Positive, no issues",No
8796,Crack appeared,Yes
8797,Shim worn out quickly,Yes
8798,"Positive, no issues",No
8799,"Positive, no issues",No
8800,Crack appeared,Yes
8801,"Positive, no issues",No
8802,Crack appeared,Yes
8803,Shim broke after 2 months,Yes
8804,"Positive, no issues",No
8805,Crack appeared,Yes
8806,Crack appeared,Yes
8807,Crack appeared,Yes
8808,"Positive, no issues",No
8809,Shim broke after 2 months,Yes
8810,"Positive, no issues",No
8811,"Positive, no issues",No
8812,"Positive, no issues",No
8813,"Positive, no issues",No
8814,"Positive, no issues",No
8815,Shim broke after 2 months,Yes
8816,Crack appeared,Yes
8817,"Positive, no issues",No
8818,Shim worn out quickly,Yes
8819,"Positive, no issues",No
8820,"Positive, no issues",No
8821,"Positive, no issues",No
8822,"Positive, no issues",No
8823,"Positive, no issues",No
8824,Shim broke after 2 months,Yes
8825,Crack appeared,Yes
8826,Crack appeared,Yes
8827,Crack appeared,Yes
8828,"Positive, no issues",No
8829,Shim broke after 2 months,Yes
8830,Shim broke after 2 months,Yes
8831,Shim worn out quickly,Yes
8832,"Positive, no issues",No
8833,Shim broke after 2 months,Yes
8834,"Positive, no issues",No
8835,Shim broke after 2 months,Yes
8836,"Positive, no issues",No
8837,Shim worn out quickly,Yes
8838,"Positive, no issues",No
8839,Crack appeared,Yes
8840,"Positive, no issues",No
8841,"Positive, no issues",No
8842,"Positive, no issues",No
8843,"Positive, no issues",No
8844,Shim broke after 2 months,Yes
8845,Crack appeared,Yes
8846,"Positive, no issues",No
8847,Crack appeared,Yes
8848,Crack appeared,Yes
8849,Shim broke after 2 months,Yes
8850,"Positive, no issues",No
8851,Crack appeared,Yes
8852,"Positive, no issues",No
8853,"Positive, no issues",No
8854,"Positive, no issues",No
8855,"Positive, no issues",No
8856,"Positive, no issues",No
8857,"Positive, no issues",No
8858,Crack appeared,Yes
8859,Shim broke after 2 months,Yes
8860,"Positive, no issues",No
8861,Shim worn out quickly,Yes
8862,"Positive, no issues",No
8863,"Positive, no issues",No
8864,Crack appeared,Yes
8865,"Positive, no issues",No
8866,"Positive, no issues",No
8867,Shim worn out quickly,Yes
8868,"Positive, no issues",No
8869,Shim broke after 2 months,Yes
8870,"Positive, no issues",No
8871,Shim worn out quickly,Yes
8872,Shim worn out quickly,Yes
8873,Shim broke after 2 months,Yes
8874,Shim worn out quickly,Yes
8875,Shim broke after 2 months,Yes
8876,"Positive, no issues",No
8877,Shim worn out quickly,Yes
8878,"Positive, no issues",No
8879,Shim worn out quickly,Yes
8880,Shim worn out quickly,Yes
8881,Shim worn out quickly,Yes
8882,Shim broke after 2 months,Yes
8883,Crack appeared,Yes
8884,"Positive, no issues",No
8885,"Positive, no issues",No
8886,"Positive, no issues",No
8887,Shim broke after 2 months,Yes
8888,"Positive, no issues",No
8889,Shim broke after 2 months,Yes
8890,"Positive, no issues",No
8891,"Positive, no issues",No
8892,"Positive, no issues",No
8893,Shim worn out quickly,Yes
8894,"Positive, no issues",No
8895,Shim broke after 2 months,Yes
8896,Shim broke after 2 months,Yes
8897,"Positive, no issues",No
8898,Shim broke after 2 months,Yes
8899,"Positive, no issues",No
8900,Shim worn out quickly,Yes
8901,"Positive, no issues",No
8902,"Positive, no issues",No
8903,"Positive, no issues",No
8904,"Positive, no issues",No
8905,"Positive, no issues",No
8906,Crack appeared,Yes
8907,Crack appeared,Yes
8908,"Positive, no issues",No
8909,Shim broke after 2 months,Yes
8910,"Positive, no issues",No
8911,"Positive, no issues",No
8912,"Positive, no issues",No
8913,"Positive, no issues",No
8914,"Positive, no issues",No
8915,Crack appeared,Yes
8916,Shim worn out quickly,Yes
8917,Shim broke after 2 months,Yes
8918,Crack appeared,Yes
8919,"Positive, no issues",No
8920,Crack appeared,Yes
8921,Shim worn out quickly,Yes
8922,Crack appeared,Yes
8923,Shim broke after 2 months,Yes
8924,Crack appeared,Yes
8925,"Positive, no issues",No
8926,Shim worn out quickly,Yes
8927,"Positive, no issues",No
8928,"Positive, no issues",No
8929,Shim broke after 2 months,Yes
8930,"Positive, no issues",No
8931,Shim worn out quickly,Yes
8932,Crack appeared,Yes
8933,"Positive, no issues",No
8934,Shim worn out quickly,Yes
8935,"Positive, no issues",No
8936,"Positive, no issues",No
8937,"Positive, no issues",No
8938,Shim worn out quickly,Yes
8939,"Positive, no issues",No
8940,Crack appeared,Yes
8941,Shim broke after 2 months,Yes
8942,Crack appeared,Yes
8943,"Positive, no issues",No
8944,Shim worn out quickly,Yes
8945,"Positive, no issues",No
8946,Crack appeared,Yes
8947,"Positive, no issues",No
8948,"Positive, no issues",No
8949,"Positive, no issues",No
8950,Crack appeared,Yes
8951,Shim worn out quickly,Yes
8952,Shim worn out quickly,Yes
8953,Shim worn out quickly,Yes
8954,"Positive, no issues",No
8955,Shim worn out quickly,Yes
8956,Crack appeared,Yes
