ShimID,Diameter (mm),Production Month,Screw Parameters,Handlebar Width (mm)
7863,23,2022-01,Type A / 6mm,654
7864,21,2023-05,Type C / 4mm,702
7865,21,2023-03,Type C / 6mm,725
7866,31,2022-10,Type B / 6mm,650
7867,37,2022-03,Type B / 5mm,737
7868,34,2022-07,Type C / 4mm,718
7869,20,2022-07,Type B / 6mm,766
7870,38,2023-09,Type C / 6mm,767
7871,38,2023-08,Type A / 4mm,714
7872,31,2023-10,Type B / 6mm,723
7873,29,2023-05,Type C / 5mm,702
7874,28,2022-09,Type A / 5mm,676
7875,33,2022-03,Type A / 5mm,673
7876,38,2023-10,Type B / 5mm,689
7877,34,2022-08,Type C / 4mm,688
7878,23,2023-09,Type B / 6mm,693
7879,21,2023-01,Type A / 6mm,697
7880,30,2023-05,Type B / 5mm,799
7881,24,2022-01,Type A / 6mm,724
7882,28,2023-01,Type B / 6mm,788
7883,20,2022-06,Type B / 4mm,796
7884,24,2022-08,Type B / 4mm,752
7885,38,2023-06,Type A / 5mm,698
7886,38,2022-08,Type B / 6mm,797
7887,30,2023-07,Type C / 5mm,742
7888,31,2022-06,Type B / 4mm,665
7889,35,2022-12,Type B / 5mm,657
7890,38,2023-05,Type B / 5mm,787
7891,39,2023-09,Type B / 4mm,751
7892,25,2022-07,Type B / 6mm,642
7893,32,2022-04,Type B / 6mm,652
7894,28,2023-07,Type B / 6mm,713
7895,25,2022-08,Type C / 4mm,665
7896,27,2022-02,Type B / 4mm,675
7897,22,2022-02,Type A / 4mm,734
7898,22,2023-12,Type C / 5mm,794
7899,39,2023-04,Type B / 5mm,752
7900,37,2022-02,Type A / 4mm,673
7901,20,2022-01,Type B / 5mm,773
7902,25,2023-08,Type B / 4mm,799
7903,40,2022-02,Type C / 6mm,665
7904,29,2023-02,Type C / 6mm,746
7905,28,2022-10,Type C / 6mm,656
7906,39,2023-08,Type A / 4mm,641
7907,22,2023-10,Type B / 5mm,691
7908,21,2023-08,Type A / 6mm,751
7909,33,2022-11,Type C / 5mm,786
7910,30,2022-09,Type C / 6mm,795
7911,25,2023-08,Type B / 6mm,682
7912,26,2022-09,Type A / 6mm,732
7913,38,2022-11,Type C / 4mm,703
7914,37,2022-06,Type A / 6mm,747
7915,37,2023-11,Type B / 4mm,723
7916,34,2023-03,Type A / 5mm,666
7917,22,2022-03,Type C / 4mm,715
7918,30,2022-07,Type A / 5mm,662
7919,20,2023-07,Type A / 4mm,712
7920,36,2022-03,Type B / 6mm,728
7921,29,2022-09,Type C / 4mm,731
7922,25,2022-07,Type B / 5mm,736
7923,26,2023-06,Type C / 5mm,692
7924,26,2022-04,Type B / 4mm,704
7925,20,2022-02,Type C / 6mm,710
7926,28,2023-10,Type B / 5mm,742
7927,40,2023-07,Type C / 5mm,655
7928,33,2023-08,Type A / 4mm,650
7929,37,2022-08,Type A / 4mm,709
7930,39,2022-12,Type B / 6mm,776
7931,26,2022-10,Type B / 5mm,792
7932,28,2022-08,Type A / 4mm,736
7933,32,2023-07,Type A / 5mm,754
7934,39,2022-11,Type A / 4mm,685
7935,22,2022-04,Type B / 5mm,658
7936,34,2022-03,Type A / 5mm,741
7937,38,2023-05,Type C / 6mm,736
7938,30,2022-05,Type C / 6mm,798
7939,24,2023-03,Type B / 4mm,736
7940,31,2022-09,Type C / 4mm,761
7941,40,2022-09,Type B / 4mm,729
7942,36,2023-03,Type A / 5mm,796
7943,21,2022-12,Type B / 4mm,715
7944,26,2023-02,Type B / 6mm,783
7945,27,2022-12,Type A / 5mm,721
7946,38,2022-02,Type C / 6mm,683
7947,31,2023-02,Type A / 6mm,683
7948,24,2023-02,Type B / 6mm,771
7949,31,2022-04,Type B / 4mm,711
7950,29,2022-01,Type A / 5mm,778
7951,33,2022-05,Type B / 5mm,745
7952,37,2023-01,Type C / 4mm,709
7953,24,2023-02,Type C / 4mm,722
7954,31,2022-12,Type C / 5mm,690
7955,32,2022-02,Type A / 6mm,647
7956,37,2022-07,Type C / 4mm,709
7957,36,2023-07,Type B / 6mm,774
7958,23,2023-12,Type B / 5mm,783
7959,24,2023-08,Type A / 4mm,711
7960,38,2022-06,Type A / 4mm,705
7961,30,2022-05,Type C / 6mm,691
7962,24,2023-05,Type B / 4mm,743
7963,40,2022-04,Type A / 4mm,721
7964,38,2022-04,Type B / 6mm,766
7965,36,2022-08,Type A / 5mm,648
7966,33,2022-06,Type B / 5mm,673
7967,29,2022-02,Type B / 4mm,736
7968,36,2022-09,Type C / 6mm,784
7969,27,2022-04,Type A / 5mm,797
7970,38,2023-07,Type B / 5mm,720
7971,34,2022-12,Type B / 4mm,791
7972,32,2022-06,Type A / 6mm,770
7973,36,2022-01,Type B / 6mm,800
7974,26,2022-08,Type B / 5mm,766
7975,40,2023-01,Type C / 4mm,665
7976,36,2022-03,Type C / 6mm,710
7977,29,2022-06,Type C / 5mm,693
7978,22,2022-02,Type A / 4mm,725
7979,22,2022-09,Type B / 6mm,790
7980,20,2023-03,Type B / 4mm,646
7981,26,2022-04,Type C / 5mm,707
7982,23,2023-08,Type C / 4mm,695
7983,35,2022-01,Type A / 6mm,647
7984,36,2023-07,Type C / 6mm,763
7985,28,2023-01,Type C / 5mm,716
7986,32,2022-04,Type A / 6mm,661
7987,22,2022-08,Type C / 4mm,723
7988,36,2022-05,Type A / 4mm,740
7989,25,2023-03,Type B / 6mm,778
7990,20,2022-11,Type C / 6mm,686
7991,38,2023-12,Type C / 4mm,664
7992,27,2023-09,Type C / 5mm,655
7993,21,2023-12,Type B / 6mm,747
7994,32,2022-05,Type B / 4mm,704
7995,36,2022-05,Type C / 6mm,755
7996,24,2022-01,Type B / 5mm,783
7997,33,2022-12,Type C / 5mm,651
7998,36,2022-11,Type A / 6mm,759
7999,22,2022-12,Type A / 4mm,777
8000,24,2023-02,Type A / 5mm,751
8001,37,2022-02,Type B / 4mm,763
8002,36,2022-10,Type B / 6mm,799
8003,26,2023-09,Type A / 6mm,707
8004,25,2023-11,Type B / 6mm,670
8005,24,2022-09,Type B / 6mm,705
8006,30,2023-05,Type C / 4mm,760
8007,34,2023-02,Type A / 4mm,678
8008,30,2023-06,Type C / 6mm,791
8009,40,2023-01,Type B / 4mm,734
8010,25,2022-08,Type A / 4mm,673
8011,22,2022-07,Type B / 6mm,708
8012,24,2022-02,Type C / 6mm,673
8013,34,2022-08,Type A / 6mm,670
8014,24,2022-05,Type A / 5mm,662
8015,35,2022-02,Type B / 6mm,701
8016,39,2023-08,Type A / 4mm,769
8017,35,2023-02,Type C / 4mm,671
8018,36,2023-08,Type B / 5mm,780
8019,22,2022-06,Type B / 6mm,716
8020,21,2023-10,Type C / 5mm,727
8021,38,2022-11,Type A / 4mm,641
8022,21,2022-06,Type B / 4mm,665
8023,37,2022-02,Type C / 5mm,718
8024,29,2022-12,Type C / 6mm,687
8025,25,2023-02,Type B / 5mm,750
8026,38,2022-12,Type C / 4mm,742
8027,35,2023-07,Type A / 4mm,702
8028,26,2023-01,Type B / 6mm,733
8029,32,2022-05,Type C / 6mm,771
8030,34,2022-04,Type A / 5mm,719
8031,25,2023-09,Type B / 6mm,721
8032,26,2022-09,Type B / 6mm,753
8033,39,2022-07,Type A / 6mm,760
8034,20,2023-03,Type B / 4mm,674
8035,23,2022-02,Type A / 6mm,743
8036,30,2023-07,Type C / 5mm,791
8037,23,2023-11,Type C / 6mm,741
8038,28,2022-12,Type A / 5mm,680
8039,32,2023-01,Type B / 6mm,642
8040,27,2022-10,Type A / 4mm,762
8041,40,2022-11,Type A / 4mm,724
8042,26,2022-07,Type C / 6mm,760
8043,20,2023-01,Type A / 5mm,751
8044,38,2023-07,Type A / 5mm,789
8045,39,2023-03,Type C / 4mm,756
8046,21,2023-09,Type A / 6mm,738
8047,27,2023-03,Type C / 5mm,641
8048,39,2022-04,Type C / 4mm,686
8049,22,2022-01,Type A / 5mm,731
8050,24,2022-06,Type A / 5mm,702
8051,28,2022-07,Type B / 4mm,759
8052,24,2023-01,Type C / 6mm,661
8053,33,2022-01,Type A / 5mm,731
8054,35,2022-07,Type C / 6mm,690
8055,34,2022-08,Type B / 5mm,655
8056,36,2022-03,Type C / 5mm,762
8057,20,2023-01,Type C / 5mm,641
8058,36,2022-12,Type A / 5mm,719
8059,38,2022-02,Type B / 6mm,702
8060,27,2022-07,Type C / 4mm,678
8061,25,2023-11,Type C / 6mm,770
8062,29,2023-04,Type B / 5mm,773
8063,33,2022-07,Type A / 5mm,754
8064,32,2023-03,Type B / 5mm,793
8065,36,2023-08,Type C / 4mm,749
8066,21,2022-12,Type C / 5mm,755
8067,21,2022-01,Type A / 6mm,772
8068,40,2022-07,Type B / 5mm,763
8069,28,2022-07,Type C / 5mm,739
8070,27,2023-03,Type B / 5mm,740
8071,24,2023-04,Type A / 5mm,755
8072,39,2023-08,Type B / 6mm,797
8073,29,2023-09,Type A / 4mm,752
8074,36,2022-05,Type A / 4mm,755
8075,35,2022-12,Type A / 5mm,794
8076,35,2023-09,Type A / 4mm,764
8077,32,2022-07,Type B / 6mm,793
8078,36,2022-01,Type A / 5mm,721
8079,31,2023-01,Type C / 5mm,730
8080,25,2023-06,Type C / 6mm,797
8081,20,2022-08,Type B / 6mm,741
8082,27,2023-12,Type C / 5mm,758
8083,27,2023-06,Type A / 4mm,737
8084,34,2023-08,Type A / 5mm,681
8085,30,2022-09,Type C / 6mm,756
8086,34,2023-05,Type B / 5mm,785
8087,26,2023-06,Type B / 4mm,769
8088,23,2023-09,Type C / 5mm,786
8089,29,2022-03,Type A / 4mm,684
8090,37,2022-01,Type A / 5mm,797
8091,38,2022-11,Type B / 4mm,724
8092,26,2022-03,Type A / 6mm,754
8093,30,2023-09,Type C / 5mm,668
8094,22,2022-06,Type C / 4mm,756
8095,37,2022-06,Type C / 4mm,697
8096,26,2022-11,Type B / 6mm,763
8097,35,2023-03,Type A / 4mm,776
8098,37,2022-08,Type C / 6mm,719
8099,23,2022-11,Type A / 6mm,743
8100,28,2023-06,Type C / 4mm,642
8101,24,2022-10,Type B / 4mm,657
8102,30,2023-08,Type B / 4mm,698
8103,35,2023-01,Type A / 6mm,747
8104,22,2023-02,Type C / 5mm,776
8105,27,2023-06,Type B / 6mm,654
8106,20,2023-04,Type A / 6mm,715
8107,28,2022-05,Type B / 6mm,771
8108,32,2022-01,Type C / 6mm,728
8109,23,2022-11,Type C / 4mm,704
8110,23,2023-08,Type B / 4mm,654
8111,37,2023-07,Type A / 4mm,757
8112,39,2023-12,Type C / 6mm,660
8113,36,2023-05,Type C / 5mm,719
8114,40,2023-05,Type A / 6mm,689
8115,35,2023-11,Type A / 4mm,641
8116,30,2022-06,Type B / 5mm,790
8117,40,2023-07,Type A / 5mm,761
8118,20,2022-09,Type C / 5mm,758
8119,29,2023-03,Type B / 4mm,702
8120,37,2022-08,Type A / 5mm,673
8121,22,2023-02,Type C / 6mm,699
8122,30,2022-01,Type B / 4mm,668
8123,32,2023-05,Type C / 5mm,684
8124,23,2022-05,Type C / 4mm,642
8125,37,2023-09,Type C / 4mm,660
8126,22,2022-11,Type C / 4mm,647
8127,39,2023-04,Type B / 4mm,771
8128,31,2023-11,Type C / 4mm,682
8129,36,2023-02,Type C / 6mm,673
8130,32,2022-08,Type B / 6mm,686
8131,34,2022-01,Type C / 5mm,702
8132,30,2022-06,Type A / 4mm,756
8133,30,2023-02,Type C / 6mm,729
8134,24,2023-11,Type C / 4mm,732
8135,26,2022-11,Type C / 4mm,760
8136,30,2023-07,Type B / 5mm,738
8137,32,2023-01,Type A / 5mm,711
8138,28,2022-01,Type A / 6mm,788
8139,34,2023-07,Type A / 4mm,641
8140,37,2022-12,Type B / 6mm,679
8141,34,2023-03,Type A / 5mm,654
8142,32,2022-02,Type B / 5mm,706
8143,35,2023-11,Type A / 5mm,758
8144,33,2023-08,Type A / 4mm,641
8145,25,2023-11,Type A / 4mm,762
8146,23,2023-09,Type B / 5mm,748
8147,20,2023-07,Type A / 5mm,709
8148,28,2022-02,Type B / 4mm,791
8149,33,2023-09,Type C / 4mm,721
8150,33,2022-05,Type A / 6mm,673
8151,35,2023-05,Type A / 6mm,647
8152,36,2022-03,Type C / 5mm,663
8153,24,2022-04,Type A / 6mm,693
8154,26,2023-12,Type B / 6mm,726
8155,27,2022-10,Type C / 6mm,744
8156,35,2023-07,Type C / 6mm,728
8157,29,2022-10,Type B / 5mm,767
8158,26,2023-04,Type A / 5mm,755
8159,33,2023-12,Type A / 6mm,733
8160,27,2022-11,Type A / 5mm,717
8161,40,2022-08,Type B / 5mm,753
8162,36,2023-05,Type B / 5mm,795
8163,36,2022-06,Type C / 5mm,711
8164,28,2022-07,Type C / 5mm,789
8165,21,2022-10,Type B / 5mm,752
8166,36,2023-09,Type B / 5mm,686
8167,35,2023-11,Type A / 6mm,667
8168,27,2022-02,Type B / 4mm,737
8169,40,2022-04,Type C / 6mm,789
8170,27,2022-04,Type C / 5mm,789
8171,22,2023-06,Type A / 6mm,798
8172,29,2023-07,Type A / 6mm,781
8173,23,2023-02,Type A / 5mm,691
8174,30,2023-08,Type B / 6mm,721
8175,32,2023-11,Type A / 5mm,707
8176,39,2022-06,Type C / 6mm,783
8177,35,2022-07,Type A / 4mm,718
8178,30,2023-05,Type B / 6mm,754
8179,37,2023-09,Type A / 4mm,760
8180,30,2023-12,Type C / 5mm,715
8181,27,2022-06,Type A / 4mm,720
8182,24,2022-02,Type A / 5mm,698
8183,21,2023-12,Type B / 5mm,779
8184,32,2022-08,Type B / 5mm,726
8185,36,2023-06,Type C / 6mm,725
8186,24,2022-04,Type B / 5mm,693
8187,35,2022-09,Type A / 4mm,660
8188,32,2022-02,Type C / 5mm,746
8189,36,2022-04,Type B / 6mm,679
8190,23,2023-09,Type C / 6mm,717
8191,35,2023-08,Type A / 4mm,753
8192,29,2022-08,Type C / 4mm,689
8193,21,2023-06,Type B / 5mm,738
8194,22,2023-12,Type B / 5mm,775
8195,39,2023-06,Type A / 5mm,709
8196,27,2022-09,Type C / 6mm,775
8197,31,2022-02,Type A / 5mm,779
8198,26,2023-09,Type B / 5mm,643
8199,27,2023-02,Type A / 5mm,714
8200,33,2023-06,Type A / 4mm,666
8201,28,2022-04,Type B / 4mm,703
8202,32,2022-12,Type A / 5mm,665
8203,30,2022-11,Type B / 5mm,791
8204,30,2022-02,Type A / 4mm,650
8205,30,2023-09,Type B / 6mm,756
8206,29,2022-05,Type A / 5mm,722
8207,26,2023-07,Type A / 6mm,699
8208,34,2022-11,Type A / 6mm,769
8209,37,2022-08,Type A / 4mm,743
8210,32,2022-08,Type B / 6mm,698
8211,27,2022-12,Type A / 4mm,669
8212,26,2022-11,Type B / 6mm,678
8213,32,2022-06,Type B / 5mm,740
8214,31,2023-06,Type A / 5mm,675
8215,34,2022-05,Type C / 5mm,648
8216,26,2022-11,Type A / 6mm,793
8217,27,2023-09,Type C / 5mm,704
8218,40,2022-02,Type B / 5mm,748
8219,39,2023-07,Type A / 4mm,670
8220,38,2023-01,Type C / 4mm,738
8221,39,2022-08,Type B / 6mm,722
8222,25,2022-12,Type B / 5mm,799
8223,31,2022-02,Type C / 5mm,759
8224,31,2022-11,Type A / 4mm,692
8225,37,2022-01,Type A / 5mm,721
8226,24,2022-05,Type C / 4mm,790
8227,24,2022-01,Type B / 5mm,728
8228,27,2022-08,Type C / 6mm,761
8229,34,2022-05,Type C / 6mm,652
8230,38,2023-07,Type A / 5mm,750
8231,40,2023-01,Type B / 5mm,761
8232,25,2023-08,Type B / 5mm,778
8233,20,2023-04,Type C / 5mm,727
8234,30,2022-04,Type A / 6mm,687
8235,25,2023-09,Type B / 4mm,697
8236,37,2022-06,Type C / 5mm,678
8237,20,2022-09,Type C / 4mm,726
8238,20,2023-12,Type A / 6mm,758
8239,38,2022-05,Type B / 4mm,800
8240,30,2022-06,Type C / 5mm,646
8241,23,2022-07,Type A / 4mm,731
8242,24,2022-11,Type B / 6mm,750
8243,36,2023-03,Type A / 4mm,725
8244,21,2023-10,Type A / 6mm,707
8245,39,2023-05,Type C / 4mm,644
8246,28,2023-01,Type A / 6mm,657
8247,40,2023-05,Type B / 6mm,713
8248,40,2022-02,Type C / 6mm,712
8249,38,2022-07,Type C / 4mm,658
8250,29,2023-06,Type C / 6mm,727
8251,30,2023-12,Type A / 4mm,778
8252,29,2022-12,Type B / 4mm,680
8253,27,2022-05,Type B / 4mm,693
8254,28,2023-10,Type A / 5mm,768
8255,26,2023-06,Type B / 6mm,708
8256,32,2023-06,Type A / 6mm,767
8257,35,2023-04,Type B / 4mm,775
8258,35,2022-04,Type A / 6mm,727
8259,32,2022-06,Type C / 4mm,714
8260,30,2022-07,Type B / 6mm,779
8261,26,2023-01,Type A / 4mm,749
8262,39,2022-04,Type B / 5mm,707
8263,29,2023-04,Type C / 4mm,676
8264,21,2022-04,Type A / 4mm,651
8265,25,2023-07,Type A / 5mm,730
8266,30,2022-10,Type C / 4mm,797
8267,26,2022-12,Type A / 6mm,736
8268,24,2023-02,Type A / 4mm,783
8269,25,2023-05,Type C / 4mm,726
8270,33,2022-06,Type B / 6mm,718
8271,21,2023-04,Type C / 4mm,669
8272,32,2022-01,Type C / 4mm,655
8273,22,2023-07,Type A / 4mm,743
8274,40,2023-03,Type C / 4mm,667
8275,31,2022-01,Type C / 6mm,788
8276,39,2022-12,Type C / 6mm,760
8277,31,2023-04,Type B / 5mm,789
8278,21,2022-12,Type B / 4mm,672
8279,27,2022-10,Type C / 4mm,760
8280,23,2022-11,Type A / 4mm,692
8281,22,2022-02,Type C / 6mm,779
8282,27,2023-05,Type B / 4mm,672
8283,32,2023-05,Type C / 5mm,700
8284,25,2023-07,Type B / 6mm,661
8285,26,2023-04,Type B / 5mm,676
8286,31,2022-10,Type B / 5mm,747
8287,24,2022-06,Type A / 5mm,695
8288,25,2022-03,Type A / 6mm,754
8289,29,2022-09,Type A / 5mm,730
8290,34,2022-02,Type B / 6mm,671
8291,31,2023-09,Type C / 6mm,766
8292,26,2023-01,Type C / 5mm,709
8293,33,2023-06,Type B / 5mm,723
8294,31,2022-04,Type A / 6mm,790
8295,30,2023-06,Type A / 4mm,790
8296,28,2023-12,Type C / 6mm,671
8297,34,2022-02,Type B / 5mm,691
8298,35,2022-02,Type B / 4mm,765
8299,39,2022-10,Type A / 5mm,766
8300,24,2022-04,Type A / 5mm,642
8301,40,2023-07,Type C / 4mm,678
8302,32,2022-10,Type C / 4mm,720
8303,24,2022-10,Type A / 6mm,754
8304,34,2023-08,Type C / 5mm,791
8305,20,2022-11,Type C / 4mm,793
8306,38,2023-09,Type C / 6mm,685
8307,22,2022-04,Type B / 5mm,795
8308,21,2023-07,Type B / 4mm,650
8309,28,2022-11,Type A / 4mm,737
8310,21,2023-02,Type A / 4mm,684
8311,24,2023-07,Type C / 4mm,665
8312,28,2022-10,Type C / 5mm,664
8313,37,2023-02,Type A / 6mm,772
8314,40,2023-03,Type A / 5mm,694
8315,30,2022-10,Type A / 6mm,704
8316,39,2022-10,Type C / 6mm,791
8317,30,2023-01,Type B / 5mm,774
8318,22,2023-02,Type A / 5mm,739
8319,36,2023-11,Type B / 4mm,750
8320,30,2023-04,Type B / 6mm,756
8321,30,2023-07,Type A / 6mm,747
8322,24,2023-11,Type C / 6mm,732
8323,36,2022-05,Type A / 6mm,742
8324,35,2023-08,Type B / 5mm,661
8325,25,2023-03,Type B / 5mm,715
8326,36,2022-06,Type C / 6mm,697
8327,37,2022-01,Type A / 4mm,721
8328,25,2022-08,Type C / 6mm,778
8329,37,2022-10,Type A / 6mm,746
8330,37,2023-04,Type B / 6mm,671
8331,21,2022-01,Type C / 6mm,741
8332,27,2022-11,Type B / 4mm,672
8333,35,2023-06,Type B / 6mm,700
8334,23,2023-09,Type C / 5mm,700
8335,20,2023-06,Type B / 4mm,714
8336,34,2023-08,Type C / 5mm,695
8337,25,2022-07,Type C / 6mm,648
8338,29,2022-05,Type A / 6mm,784
8339,36,2022-10,Type B / 4mm,652
8340,34,2023-05,Type B / 6mm,707
8341,32,2023-01,Type C / 5mm,764
8342,26,2022-04,Type B / 4mm,677
8343,23,2023-07,Type C / 5mm,728
8344,25,2023-11,Type C / 5mm,708
8345,29,2022-11,Type C / 6mm,697
8346,37,2022-07,Type C / 6mm,718
8347,27,2023-05,Type A / 5mm,771
8348,31,2023-05,Type C / 5mm,743
8349,27,2022-12,Type A / 4mm,762
8350,35,2023-07,Type A / 5mm,754
8351,36,2022-10,Type C / 6mm,649
8352,23,2023-10,Type A / 4mm,703
8353,21,2023-02,Type A / 4mm,784
8354,21,2022-03,Type A / 6mm,738
8355,27,2022-07,Type A / 5mm,721
8356,37,2022-05,Type A / 6mm,757
8357,37,2023-10,Type A / 5mm,733
8358,35,2023-03,Type C / 5mm,681
8359,23,2023-09,Type A / 6mm,748
8360,20,2022-03,Type A / 6mm,738
8361,22,2022-08,Type A / 6mm,644
8362,27,2023-03,Type A / 6mm,764
8363,27,2023-05,Type A / 6mm,779
8364,33,2022-07,Type A / 6mm,726
8365,33,2022-08,Type A / 5mm,669
8366,23,2023-12,Type A / 4mm,749
8367,36,2023-06,Type C / 6mm,780
8368,37,2022-11,Type C / 6mm,677
8369,36,2023-08,Type A / 4mm,664
8370,37,2022-11,Type A / 5mm,736
8371,32,2023-02,Type B / 5mm,769
8372,36,2022-01,Type B / 5mm,749
8373,21,2023-02,Type B / 4mm,695
8374,33,2023-02,Type A / 5mm,782
8375,20,2023-04,Type A / 5mm,647
8376,40,2022-07,Type A / 6mm,708
8377,27,2023-12,Type C / 4mm,789
8378,23,2023-07,Type A / 5mm,689
8379,34,2022-04,Type B / 6mm,686
8380,36,2022-02,Type B / 5mm,673
8381,23,2022-07,Type C / 5mm,717
8382,25,2023-02,Type B / 6mm,695
8383,24,2022-03,Type B / 4mm,697
8384,25,2022-03,Type A / 6mm,669
8385,21,2023-09,Type B / 4mm,684
8386,29,2023-08,Type B / 4mm,740
8387,29,2022-10,Type C / 4mm,655
8388,35,2022-04,Type A / 5mm,758
8389,26,2022-02,Type C / 5mm,710
8390,30,2022-08,Type B / 6mm,705
8391,34,2022-02,Type A / 5mm,711
8392,33,2022-01,Type C / 5mm,644
8393,34,2022-11,Type C / 5mm,647
8394,23,2023-01,Type B / 5mm,715
8395,29,2022-10,Type B / 6mm,738
8396,29,2022-09,Type A / 6mm,777
8397,38,2023-02,Type C / 5mm,688
8398,35,2022-06,Type B / 6mm,785
8399,28,2023-04,Type B / 6mm,710
8400,28,2022-02,Type B / 4mm,748
8401,40,2022-07,Type B / 6mm,730
8402,29,2023-09,Type C / 6mm,673
8403,34,2023-03,Type C / 5mm,653
8404,29,2022-03,Type C / 5mm,735
8405,29,2023-07,Type B / 5mm,652
8406,25,2023-01,Type C / 5mm,790
8407,23,2023-07,Type A / 5mm,659
8408,22,2023-07,Type C / 4mm,791
8409,28,2023-07,Type B / 5mm,764
8410,36,2022-07,Type B / 5mm,668
8411,31,2022-04,Type B / 6mm,742
8412,36,2023-09,Type A / 4mm,759
8413,23,2023-07,Type B / 6mm,697
8414,22,2023-05,Type C / 4mm,749
8415,39,2023-07,Type A / 5mm,753
8416,40,2023-08,Type B / 5mm,742
8417,34,2022-11,Type C / 5mm,724
8418,36,2022-04,Type B / 5mm,753
8419,36,2023-08,Type B / 6mm,788
8420,22,2023-11,Type C / 5mm,669
8421,26,2023-09,Type C / 5mm,790
8422,38,2022-10,Type B / 6mm,762
8423,25,2023-04,Type B / 6mm,677
8424,22,2022-02,Type A / 5mm,654
8425,30,2022-09,Type C / 5mm,683
8426,38,2022-05,Type A / 6mm,748
8427,32,2022-04,Type A / 5mm,692
8428,35,2022-01,Type B / 6mm,749
8429,35,2023-10,Type A / 5mm,775
8430,28,2023-05,Type C / 5mm,706
8431,37,2022-01,Type C / 6mm,759
8432,24,2022-06,Type A / 6mm,776
8433,21,2023-09,Type A / 6mm,689
8434,37,2023-03,Type B / 6mm,714
8435,25,2023-11,Type C / 5mm,695
8436,29,2022-02,Type B / 4mm,772
8437,25,2023-11,Type C / 6mm,646
8438,22,2023-10,Type A / 6mm,682
8439,36,2023-11,Type C / 4mm,663
8440,34,2022-07,Type A / 6mm,682
8441,22,2022-02,Type B / 5mm,656
8442,34,2022-08,Type A / 4mm,771
8443,40,2022-02,Type C / 5mm,665
8444,26,2022-04,Type C / 4mm,777
8445,21,2023-01,Type C / 5mm,675
8446,37,2022-04,Type C / 6mm,747
8447,29,2023-09,Type A / 4mm,728
8448,40,2022-07,Type C / 4mm,642
8449,37,2022-04,Type B / 4mm,745
8450,23,2023-11,Type B / 4mm,784
8451,27,2022-06,Type C / 6mm,663
8452,34,2023-05,Type A / 6mm,648
8453,35,2022-07,Type A / 6mm,741
8454,29,2022-09,Type C / 6mm,716
8455,32,2022-12,Type B / 4mm,647
8456,28,2022-01,Type C / 4mm,690
8457,39,2022-10,Type C / 5mm,799
8458,25,2023-06,Type C / 4mm,722
8459,26,2022-11,Type A / 6mm,703
8460,34,2022-07,Type A / 5mm,760
8461,22,2022-03,Type B / 5mm,661
8462,35,2022-07,Type C / 6mm,751
8463,29,2023-12,Type B / 4mm,739
8464,30,2022-02,Type C / 5mm,669
8465,37,2022-04,Type C / 4mm,700
8466,21,2023-01,Type C / 6mm,689
8467,31,2023-07,Type B / 4mm,676
8468,36,2022-09,Type C / 5mm,773
8469,39,2022-09,Type B / 4mm,703
8470,40,2023-02,Type A / 6mm,694
8471,33,2022-04,Type B / 6mm,774
8472,39,2023-12,Type B / 4mm,744
8473,36,2023-05,Type C / 4mm,757
8474,22,2023-09,Type B / 5mm,666
8475,23,2022-07,Type B / 4mm,730
8476,23,2022-02,Type B / 5mm,708
8477,39,2023-07,Type A / 5mm,756
8478,30,2023-11,Type B / 6mm,772
8479,20,2022-07,Type A / 4mm,705
8480,25,2023-02,Type A / 5mm,783
8481,29,2023-10,Type C / 6mm,718
8482,26,2023-02,Type C / 5mm,765
8483,27,2022-07,Type A / 5mm,686
8484,40,2022-05,Type B / 6mm,751
8485,38,2023-06,Type C / 6mm,733
8486,37,2022-04,Type C / 6mm,654
8487,20,2022-06,Type C / 5mm,675
8488,22,2022-10,Type C / 6mm,652
8489,24,2022-09,Type C / 4mm,671
8490,31,2022-09,Type C / 5mm,707
8491,24,2023-08,Type A / 6mm,724
8492,27,2023-05,Type C / 5mm,681
8493,40,2022-06,Type A / 6mm,739
8494,28,2022-06,Type B / 6mm,672
8495,32,2022-08,Type C / 6mm,644
8496,28,2022-11,Type C / 6mm,660
8497,35,2023-09,Type B / 6mm,683
8498,31,2022-08,Type C / 4mm,716
8499,37,2022-02,Type B / 5mm,784
8500,34,2022-12,Type C / 6mm,681
8501,37,2022-12,Type C / 4mm,705
8502,21,2023-07,Type B / 5mm,733
8503,28,2023-09,Type C / 4mm,708
8504,38,2023-04,Type B / 6mm,787
8505,27,2022-11,Type A / 5mm,716
8506,33,2023-04,Type B / 4mm,727
8507,39,2023-06,Type A / 5mm,786
8508,34,2022-12,Type C / 6mm,716
8509,20,2023-08,Type C / 5mm,785
8510,33,2023-12,Type B / 5mm,773
8511,21,2022-10,Type A / 5mm,795
8512,37,2023-02,Type B / 6mm,651
8513,23,2022-11,Type A / 4mm,661
8514,24,2023-10,Type C / 6mm,796
8515,38,2023-10,Type B / 6mm,741
8516,39,2023-12,Type A / 4mm,781
8517,22,2023-11,Type A / 6mm,668
8518,25,2022-05,Type A / 5mm,702
8519,36,2022-01,Type A / 6mm,660
8520,26,2023-11,Type C / 4mm,792
8521,25,2023-12,Type C / 5mm,755
8522,33,2022-07,Type B / 4mm,650
8523,36,2023-10,Type A / 4mm,753
8524,20,2023-11,Type B / 5mm,736
8525,23,2023-11,Type C / 5mm,795
8526,36,2022-08,Type B / 5mm,695
